review_id,product_id,rating,review_date,review_data
4455,13,3,2025-10-12,"{'comment': 'Excellent', 'language': 'en'}"
4456,14,4,2025-10-26,"{'comment': 'Excellent', 'language': 'en'}"
4457,1728,3,2025-10-01,"{'comment': 'Moyen', 'language': 'en'}"
4458,1216,1,2025-10-28,"{'comment': 'Excellent', 'language': 'fr'}"
4459,2451,5,2025-11-12,"{'comment': 'Bon produit', 'language': 'es'}"
4460,2339,1,2025-11-11,"{'comment': 'Excellent', 'language': 'en'}"
4461,1974,1,2025-10-31,"{'comment': 'Moyen', 'language': 'en'}"
4462,1622,3,2025-11-26,"{'comment': 'Pas satisfait', 'language': 'es'}"
4463,2648,3,2025-10-27,"{'comment': 'Excellent', 'language': 'fr'}"
4464,2778,2,2025-10-02,"{'comment': 'Excellent', 'language': 'en'}"
4465,737,2,2025-11-19,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4466,2670,1,2025-10-15,"{'comment': 'Excellent', 'language': 'fr'}"
4467,667,4,2025-10-25,"{'comment': 'Moyen', 'language': 'fr'}"
4468,569,3,2025-10-12,"{'comment': 'Excellent', 'language': 'en'}"
4469,1416,4,2025-11-18,"{'comment': 'Bon produit', 'language': 'es'}"
4470,2249,4,2025-10-12,"{'comment': 'Moyen', 'language': 'fr'}"
4471,494,5,2025-11-23,"{'comment': 'Pas satisfait', 'language': 'es'}"
4472,548,1,2025-11-02,"{'comment': 'Excellent', 'language': 'es'}"
4473,2877,1,2025-10-03,"{'comment': 'Moyen', 'language': 'en'}"
4474,2765,3,2025-11-23,"{'comment': 'Moyen', 'language': 'fr'}"
4475,385,3,2025-10-02,"{'comment': 'Pas satisfait', 'language': 'es'}"
4476,1568,3,2025-11-24,"{'comment': 'Pas satisfait', 'language': 'en'}"
4477,778,2,2025-10-30,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4478,1523,1,2025-11-08,"{'comment': 'Moyen', 'language': 'fr'}"
4479,2723,1,2025-11-08,"{'comment': 'Excellent', 'language': 'fr'}"
4480,722,4,2025-10-21,"{'comment': 'Excellent', 'language': 'fr'}"
4481,1787,4,2025-10-25,"{'comment': 'Bon produit', 'language': 'es'}"
4482,850,2,2025-10-11,"{'comment': 'Moyen', 'language': 'fr'}"
4483,150,1,2025-10-04,"{'comment': 'Pas satisfait', 'language': 'en'}"
4484,2636,3,2025-10-16,"{'comment': 'Bon produit', 'language': 'fr'}"
4485,1729,4,2025-10-08,"{'comment': 'Excellent', 'language': 'en'}"
4486,1059,3,2025-11-16,"{'comment': 'Excellent', 'language': 'es'}"
4487,757,1,2025-11-17,"{'comment': 'Moyen', 'language': 'en'}"
4488,1416,2,2025-11-18,"{'comment': 'Excellent', 'language': 'en'}"
4489,394,4,2025-10-03,"{'comment': 'Pas satisfait', 'language': 'en'}"
4490,2112,5,2025-10-11,"{'comment': 'Bon produit', 'language': 'en'}"
4491,2539,4,2025-10-28,"{'comment': 'Moyen', 'language': 'es'}"
4492,2911,2,2025-11-07,"{'comment': 'Bon produit', 'language': 'en'}"
4493,1181,1,2025-10-08,"{'comment': 'Excellent', 'language': 'fr'}"
4494,1974,4,2025-10-30,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4495,1714,2,2025-10-16,"{'comment': 'Moyen', 'language': 'en'}"
4496,2459,3,2025-11-16,"{'comment': 'Moyen', 'language': 'es'}"
4497,1878,5,2025-11-05,"{'comment': 'Bon produit', 'language': 'fr'}"
4498,2681,1,2025-10-18,"{'comment': 'Pas satisfait', 'language': 'es'}"
4499,2171,2,2025-10-09,"{'comment': 'Bon produit', 'language': 'en'}"
4500,264,1,2025-10-05,"{'comment': 'Bon produit', 'language': 'en'}"
4501,1986,3,2025-10-21,"{'comment': 'Pas satisfait', 'language': 'en'}"
4502,1464,5,2025-10-28,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4503,482,2,2025-10-09,"{'comment': 'Bon produit', 'language': 'fr'}"
4504,2843,5,2025-11-11,"{'comment': 'Bon produit', 'language': 'fr'}"
4505,1260,3,2025-11-13,"{'comment': 'Moyen', 'language': 'fr'}"
4506,2385,3,2025-10-25,"{'comment': 'Pas satisfait', 'language': 'es'}"
4507,2355,4,2025-10-18,"{'comment': 'Bon produit', 'language': 'fr'}"
4508,2761,5,2025-11-07,"{'comment': 'Excellent', 'language': 'fr'}"
4509,1652,5,2025-11-14,"{'comment': 'Excellent', 'language': 'fr'}"
4510,2716,4,2025-10-01,"{'comment': 'Excellent', 'language': 'fr'}"
4511,1924,5,2025-11-25,"{'comment': 'Bon produit', 'language': 'es'}"
4512,1357,1,2025-11-03,"{'comment': 'Pas satisfait', 'language': 'es'}"
4513,1678,3,2025-11-24,"{'comment': 'Pas satisfait', 'language': 'es'}"
4514,2851,1,2025-11-25,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4515,883,5,2025-10-25,"{'comment': 'Excellent', 'language': 'fr'}"
4516,730,2,2025-09-29,"{'comment': 'Excellent', 'language': 'fr'}"
4517,2518,4,2025-11-18,"{'comment': 'Pas satisfait', 'language': 'en'}"
4518,1274,1,2025-11-09,"{'comment': 'Moyen', 'language': 'es'}"
4519,1898,5,2025-11-20,"{'comment': 'Pas satisfait', 'language': 'es'}"
4520,585,1,2025-11-07,"{'comment': 'Excellent', 'language': 'es'}"
4521,416,5,2025-11-19,"{'comment': 'Bon produit', 'language': 'en'}"
4522,1618,4,2025-10-01,"{'comment': 'Moyen', 'language': 'es'}"
4523,2239,1,2025-11-14,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4524,131,3,2025-11-13,"{'comment': 'Moyen', 'language': 'es'}"
4525,2772,4,2025-10-16,"{'comment': 'Excellent', 'language': 'en'}"
4526,2173,5,2025-11-26,"{'comment': 'Moyen', 'language': 'es'}"
4527,2988,3,2025-10-06,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4528,2982,4,2025-10-21,"{'comment': 'Bon produit', 'language': 'es'}"
4529,834,5,2025-10-04,"{'comment': 'Moyen', 'language': 'es'}"
4530,474,4,2025-10-13,"{'comment': 'Moyen', 'language': 'fr'}"
4531,2934,4,2025-11-20,"{'comment': 'Pas satisfait', 'language': 'en'}"
4532,2619,4,2025-10-05,"{'comment': 'Excellent', 'language': 'en'}"
4533,819,2,2025-11-23,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4534,2553,2,2025-11-01,"{'comment': 'Bon produit', 'language': 'es'}"
4535,141,1,2025-11-15,"{'comment': 'Bon produit', 'language': 'en'}"
4536,700,4,2025-11-13,"{'comment': 'Moyen', 'language': 'fr'}"
4537,2075,4,2025-10-06,"{'comment': 'Moyen', 'language': 'fr'}"
4538,2534,1,2025-11-15,"{'comment': 'Moyen', 'language': 'en'}"
4539,1363,5,2025-10-08,"{'comment': 'Bon produit', 'language': 'es'}"
4540,1497,2,2025-11-17,"{'comment': 'Excellent', 'language': 'es'}"
4541,2674,5,2025-11-07,"{'comment': 'Bon produit', 'language': 'fr'}"
4542,399,2,2025-11-02,"{'comment': 'Excellent', 'language': 'fr'}"
4543,1142,5,2025-10-20,"{'comment': 'Bon produit', 'language': 'fr'}"
4544,2556,3,2025-10-18,"{'comment': 'Bon produit', 'language': 'es'}"
4545,2453,2,2025-10-11,"{'comment': 'Bon produit', 'language': 'es'}"
4546,2066,5,2025-11-07,"{'comment': 'Bon produit', 'language': 'es'}"
4547,401,1,2025-11-15,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4548,2565,2,2025-10-11,"{'comment': 'Excellent', 'language': 'fr'}"
4549,1462,3,2025-10-11,"{'comment': 'Pas satisfait', 'language': 'es'}"
4550,414,4,2025-10-09,"{'comment': 'Moyen', 'language': 'en'}"
4551,779,3,2025-11-06,"{'comment': 'Bon produit', 'language': 'es'}"
4552,306,5,2025-10-02,"{'comment': 'Pas satisfait', 'language': 'es'}"
4553,811,2,2025-11-09,"{'comment': 'Excellent', 'language': 'fr'}"
4554,2113,4,2025-11-11,"{'comment': 'Moyen', 'language': 'en'}"
4555,2037,5,2025-10-30,"{'comment': 'Excellent', 'language': 'en'}"
4556,2836,4,2025-10-05,"{'comment': 'Excellent', 'language': 'fr'}"
4557,1925,1,2025-11-12,"{'comment': 'Excellent', 'language': 'en'}"
4558,2182,3,2025-10-02,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4559,432,5,2025-11-04,"{'comment': 'Pas satisfait', 'language': 'en'}"
4560,2090,4,2025-11-04,"{'comment': 'Pas satisfait', 'language': 'en'}"
4561,21,3,2025-11-06,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4562,2065,3,2025-10-15,"{'comment': 'Bon produit', 'language': 'en'}"
4563,1499,1,2025-11-05,"{'comment': 'Moyen', 'language': 'en'}"
4564,2028,2,2025-10-27,"{'comment': 'Moyen', 'language': 'es'}"
4565,2465,3,2025-10-11,"{'comment': 'Moyen', 'language': 'en'}"
4566,1843,1,2025-11-06,"{'comment': 'Bon produit', 'language': 'fr'}"
4567,498,3,2025-11-26,"{'comment': 'Excellent', 'language': 'es'}"
4568,2080,3,2025-10-19,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4569,762,1,2025-11-23,"{'comment': 'Moyen', 'language': 'fr'}"
4570,2917,4,2025-11-06,"{'comment': 'Pas satisfait', 'language': 'es'}"
4571,1680,5,2025-10-21,"{'comment': 'Excellent', 'language': 'es'}"
4572,2515,3,2025-10-27,"{'comment': 'Excellent', 'language': 'es'}"
4573,1290,2,2025-10-14,"{'comment': 'Bon produit', 'language': 'en'}"
4574,1914,5,2025-11-14,"{'comment': 'Excellent', 'language': 'es'}"
4575,548,2,2025-10-29,"{'comment': 'Moyen', 'language': 'en'}"
4576,77,2,2025-10-31,"{'comment': 'Bon produit', 'language': 'es'}"
4577,707,4,2025-10-17,"{'comment': 'Pas satisfait', 'language': 'en'}"
4578,2617,4,2025-10-12,"{'comment': 'Excellent', 'language': 'fr'}"
4579,2394,4,2025-11-09,"{'comment': 'Moyen', 'language': 'es'}"
4580,2193,5,2025-10-13,"{'comment': 'Bon produit', 'language': 'fr'}"
4581,482,3,2025-11-26,"{'comment': 'Excellent', 'language': 'fr'}"
4582,327,2,2025-11-19,"{'comment': 'Excellent', 'language': 'es'}"
4583,1068,3,2025-10-28,"{'comment': 'Moyen', 'language': 'en'}"
4584,2417,2,2025-10-25,"{'comment': 'Bon produit', 'language': 'fr'}"
4585,266,3,2025-10-30,"{'comment': 'Moyen', 'language': 'es'}"
4586,1883,5,2025-10-15,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4587,1749,2,2025-11-05,"{'comment': 'Bon produit', 'language': 'fr'}"
4588,915,2,2025-11-13,"{'comment': 'Pas satisfait', 'language': 'en'}"
4589,508,5,2025-10-06,"{'comment': 'Bon produit', 'language': 'fr'}"
4590,645,5,2025-10-21,"{'comment': 'Excellent', 'language': 'en'}"
4591,1565,3,2025-10-13,"{'comment': 'Moyen', 'language': 'es'}"
4592,2492,2,2025-10-02,"{'comment': 'Moyen', 'language': 'fr'}"
4593,1305,2,2025-11-24,"{'comment': 'Pas satisfait', 'language': 'es'}"
4594,1822,1,2025-10-28,"{'comment': 'Excellent', 'language': 'en'}"
4595,1629,4,2025-10-17,"{'comment': 'Bon produit', 'language': 'es'}"
4596,1896,1,2025-11-09,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4597,1684,2,2025-11-25,"{'comment': 'Moyen', 'language': 'en'}"
4598,689,4,2025-11-09,"{'comment': 'Moyen', 'language': 'fr'}"
4599,2429,1,2025-10-21,"{'comment': 'Moyen', 'language': 'es'}"
4600,1733,2,2025-11-14,"{'comment': 'Moyen', 'language': 'en'}"
4601,1704,5,2025-11-10,"{'comment': 'Pas satisfait', 'language': 'en'}"
4602,215,4,2025-11-23,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4603,2219,2,2025-09-29,"{'comment': 'Bon produit', 'language': 'fr'}"
4604,885,3,2025-11-04,"{'comment': 'Excellent', 'language': 'es'}"
4605,110,5,2025-10-06,"{'comment': 'Pas satisfait', 'language': 'en'}"
4606,852,3,2025-11-04,"{'comment': 'Pas satisfait', 'language': 'en'}"
4607,898,1,2025-10-26,"{'comment': 'Bon produit', 'language': 'es'}"
4608,2322,1,2025-11-07,"{'comment': 'Pas satisfait', 'language': 'es'}"
4609,1359,5,2025-10-23,"{'comment': 'Moyen', 'language': 'en'}"
4610,376,2,2025-10-17,"{'comment': 'Bon produit', 'language': 'fr'}"
4611,2695,2,2025-10-03,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4612,420,1,2025-11-15,"{'comment': 'Excellent', 'language': 'fr'}"
4613,2147,5,2025-10-24,"{'comment': 'Bon produit', 'language': 'es'}"
4614,1225,3,2025-10-22,"{'comment': 'Moyen', 'language': 'es'}"
4615,257,2,2025-10-05,"{'comment': 'Pas satisfait', 'language': 'en'}"
4616,2883,2,2025-10-07,"{'comment': 'Excellent', 'language': 'es'}"
4617,1236,2,2025-10-28,"{'comment': 'Bon produit', 'language': 'es'}"
4618,1699,5,2025-11-25,"{'comment': 'Excellent', 'language': 'en'}"
4619,1962,2,2025-11-10,"{'comment': 'Moyen', 'language': 'fr'}"
4620,2015,3,2025-11-26,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4621,1100,2,2025-10-18,"{'comment': 'Bon produit', 'language': 'es'}"
4622,1229,2,2025-10-18,"{'comment': 'Bon produit', 'language': 'en'}"
4623,501,2,2025-11-19,"{'comment': 'Bon produit', 'language': 'fr'}"
4624,1270,1,2025-10-23,"{'comment': 'Bon produit', 'language': 'fr'}"
4625,596,2,2025-10-01,"{'comment': 'Excellent', 'language': 'fr'}"
4626,1807,3,2025-11-26,"{'comment': 'Bon produit', 'language': 'es'}"
4627,1540,4,2025-11-22,"{'comment': 'Moyen', 'language': 'es'}"
4628,1846,1,2025-10-11,"{'comment': 'Bon produit', 'language': 'fr'}"
4629,1433,1,2025-10-05,"{'comment': 'Pas satisfait', 'language': 'en'}"
4630,2881,4,2025-11-05,"{'comment': 'Excellent', 'language': 'fr'}"
4631,2156,3,2025-10-31,"{'comment': 'Bon produit', 'language': 'fr'}"
4632,1257,4,2025-11-15,"{'comment': 'Moyen', 'language': 'en'}"
4633,354,4,2025-10-01,"{'comment': 'Bon produit', 'language': 'en'}"
4634,2225,3,2025-11-12,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4635,2058,4,2025-10-24,"{'comment': 'Moyen', 'language': 'es'}"
4636,1771,1,2025-11-24,"{'comment': 'Pas satisfait', 'language': 'es'}"
4637,2257,1,2025-11-17,"{'comment': 'Moyen', 'language': 'fr'}"
4638,628,5,2025-09-30,"{'comment': 'Pas satisfait', 'language': 'es'}"
4639,2634,5,2025-09-29,"{'comment': 'Moyen', 'language': 'es'}"
4640,309,5,2025-11-27,"{'comment': 'Bon produit', 'language': 'fr'}"
4641,2752,4,2025-11-27,"{'comment': 'Moyen', 'language': 'en'}"
4642,2161,3,2025-11-16,"{'comment': 'Pas satisfait', 'language': 'en'}"
4643,1324,1,2025-11-06,"{'comment': 'Excellent', 'language': 'en'}"
4644,1123,2,2025-10-20,"{'comment': 'Excellent', 'language': 'en'}"
4645,196,4,2025-10-03,"{'comment': 'Bon produit', 'language': 'en'}"
4646,761,3,2025-10-05,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4647,59,2,2025-10-15,"{'comment': 'Moyen', 'language': 'es'}"
4648,1685,5,2025-10-31,"{'comment': 'Moyen', 'language': 'es'}"
4649,1115,2,2025-11-08,"{'comment': 'Pas satisfait', 'language': 'es'}"
4650,1163,1,2025-11-14,"{'comment': 'Moyen', 'language': 'fr'}"
4651,1535,5,2025-10-21,"{'comment': 'Moyen', 'language': 'es'}"
4652,1218,3,2025-10-29,"{'comment': 'Moyen', 'language': 'es'}"
4653,2750,3,2025-10-06,"{'comment': 'Moyen', 'language': 'fr'}"
4654,268,2,2025-10-08,"{'comment': 'Excellent', 'language': 'es'}"
4655,1975,2,2025-11-26,"{'comment': 'Excellent', 'language': 'en'}"
4656,1918,1,2025-11-16,"{'comment': 'Bon produit', 'language': 'es'}"
4657,962,1,2025-11-03,"{'comment': 'Bon produit', 'language': 'en'}"
4658,2870,2,2025-11-04,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4659,2476,2,2025-11-09,"{'comment': 'Bon produit', 'language': 'es'}"
4660,2099,3,2025-11-03,"{'comment': 'Pas satisfait', 'language': 'es'}"
4661,2456,1,2025-10-15,"{'comment': 'Pas satisfait', 'language': 'en'}"
4662,1709,3,2025-10-25,"{'comment': 'Bon produit', 'language': 'en'}"
4663,525,3,2025-10-24,"{'comment': 'Moyen', 'language': 'en'}"
4664,878,5,2025-11-26,"{'comment': 'Pas satisfait', 'language': 'es'}"
4665,2828,2,2025-10-20,"{'comment': 'Excellent', 'language': 'en'}"
4666,2133,3,2025-10-24,"{'comment': 'Pas satisfait', 'language': 'en'}"
4667,700,1,2025-10-27,"{'comment': 'Bon produit', 'language': 'es'}"
4668,24,4,2025-10-09,"{'comment': 'Excellent', 'language': 'es'}"
4669,1399,3,2025-11-10,"{'comment': 'Moyen', 'language': 'es'}"
4670,1944,2,2025-10-24,"{'comment': 'Pas satisfait', 'language': 'es'}"
4671,722,5,2025-10-28,"{'comment': 'Excellent', 'language': 'en'}"
4672,584,4,2025-11-07,"{'comment': 'Excellent', 'language': 'es'}"
4673,575,5,2025-11-26,"{'comment': 'Pas satisfait', 'language': 'en'}"
4674,2762,2,2025-10-05,"{'comment': 'Moyen', 'language': 'en'}"
4675,2316,5,2025-09-30,"{'comment': 'Moyen', 'language': 'fr'}"
4676,1869,2,2025-11-22,"{'comment': 'Excellent', 'language': 'es'}"
4677,161,3,2025-10-15,"{'comment': 'Moyen', 'language': 'es'}"
4678,515,2,2025-10-28,"{'comment': 'Bon produit', 'language': 'es'}"
4679,569,1,2025-10-30,"{'comment': 'Moyen', 'language': 'es'}"
4680,1175,5,2025-11-13,"{'comment': 'Moyen', 'language': 'es'}"
4681,1930,3,2025-10-17,"{'comment': 'Excellent', 'language': 'es'}"
4682,1507,4,2025-11-26,"{'comment': 'Moyen', 'language': 'fr'}"
4683,2587,5,2025-10-17,"{'comment': 'Excellent', 'language': 'fr'}"
4684,2338,3,2025-10-18,"{'comment': 'Pas satisfait', 'language': 'en'}"
4685,1890,1,2025-10-29,"{'comment': 'Pas satisfait', 'language': 'en'}"
4686,63,1,2025-11-07,"{'comment': 'Excellent', 'language': 'es'}"
4687,1437,4,2025-10-16,"{'comment': 'Bon produit', 'language': 'es'}"
4688,2705,1,2025-10-03,"{'comment': 'Excellent', 'language': 'es'}"
4689,2360,1,2025-10-15,"{'comment': 'Bon produit', 'language': 'es'}"
4690,1917,1,2025-11-01,"{'comment': 'Bon produit', 'language': 'es'}"
4691,474,2,2025-11-04,"{'comment': 'Pas satisfait', 'language': 'es'}"
4692,2724,5,2025-11-11,"{'comment': 'Bon produit', 'language': 'fr'}"
4693,2740,5,2025-11-01,"{'comment': 'Bon produit', 'language': 'fr'}"
4694,820,5,2025-11-11,"{'comment': 'Moyen', 'language': 'en'}"
4695,1661,3,2025-11-16,"{'comment': 'Pas satisfait', 'language': 'en'}"
4696,168,1,2025-11-23,"{'comment': 'Bon produit', 'language': 'es'}"
4697,2652,4,2025-10-05,"{'comment': 'Moyen', 'language': 'en'}"
4698,654,1,2025-10-13,"{'comment': 'Bon produit', 'language': 'fr'}"
4699,951,4,2025-10-16,"{'comment': 'Excellent', 'language': 'fr'}"
4700,2497,3,2025-11-07,"{'comment': 'Bon produit', 'language': 'fr'}"
4701,2717,1,2025-11-05,"{'comment': 'Bon produit', 'language': 'fr'}"
4702,1057,3,2025-10-11,"{'comment': 'Excellent', 'language': 'en'}"
4703,1146,2,2025-10-09,"{'comment': 'Bon produit', 'language': 'en'}"
4704,2713,3,2025-09-30,"{'comment': 'Moyen', 'language': 'es'}"
4705,2601,2,2025-10-02,"{'comment': 'Bon produit', 'language': 'es'}"
4706,1975,2,2025-10-21,"{'comment': 'Pas satisfait', 'language': 'es'}"
4707,1630,5,2025-10-16,"{'comment': 'Pas satisfait', 'language': 'en'}"
4708,1382,3,2025-11-23,"{'comment': 'Bon produit', 'language': 'es'}"
4709,889,4,2025-10-31,"{'comment': 'Bon produit', 'language': 'en'}"
4710,1404,4,2025-11-10,"{'comment': 'Bon produit', 'language': 'fr'}"
4711,2153,2,2025-10-13,"{'comment': 'Pas satisfait', 'language': 'es'}"
4712,714,1,2025-11-10,"{'comment': 'Excellent', 'language': 'en'}"
4713,1243,5,2025-10-14,"{'comment': 'Excellent', 'language': 'es'}"
4714,252,1,2025-10-01,"{'comment': 'Pas satisfait', 'language': 'en'}"
4715,2549,3,2025-11-23,"{'comment': 'Pas satisfait', 'language': 'es'}"
4716,35,2,2025-11-25,"{'comment': 'Pas satisfait', 'language': 'en'}"
4717,809,5,2025-10-12,"{'comment': 'Bon produit', 'language': 'es'}"
4718,1841,2,2025-11-25,"{'comment': 'Excellent', 'language': 'en'}"
4719,2668,1,2025-10-03,"{'comment': 'Pas satisfait', 'language': 'en'}"
4720,2778,1,2025-10-04,"{'comment': 'Bon produit', 'language': 'es'}"
4721,2067,5,2025-11-02,"{'comment': 'Moyen', 'language': 'es'}"
4722,1407,4,2025-09-28,"{'comment': 'Excellent', 'language': 'fr'}"
4723,2382,1,2025-11-23,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4724,2538,4,2025-10-27,"{'comment': 'Moyen', 'language': 'es'}"
4725,2678,2,2025-11-21,"{'comment': 'Excellent', 'language': 'fr'}"
4726,1319,1,2025-11-04,"{'comment': 'Excellent', 'language': 'es'}"
4727,224,3,2025-10-16,"{'comment': 'Pas satisfait', 'language': 'es'}"
4728,2675,1,2025-10-05,"{'comment': 'Moyen', 'language': 'en'}"
4729,2059,2,2025-10-08,"{'comment': 'Excellent', 'language': 'fr'}"
4730,382,2,2025-11-05,"{'comment': 'Moyen', 'language': 'fr'}"
4731,1143,2,2025-10-18,"{'comment': 'Bon produit', 'language': 'es'}"
4732,396,1,2025-11-09,"{'comment': 'Excellent', 'language': 'en'}"
4733,1167,5,2025-10-18,"{'comment': 'Bon produit', 'language': 'en'}"
4734,1129,1,2025-11-03,"{'comment': 'Excellent', 'language': 'es'}"
4735,257,4,2025-10-03,"{'comment': 'Bon produit', 'language': 'en'}"
4736,925,3,2025-10-16,"{'comment': 'Bon produit', 'language': 'en'}"
4737,1964,3,2025-11-06,"{'comment': 'Bon produit', 'language': 'es'}"
4738,1683,3,2025-11-10,"{'comment': 'Excellent', 'language': 'fr'}"
4739,2101,5,2025-10-04,"{'comment': 'Bon produit', 'language': 'es'}"
4740,2851,1,2025-11-08,"{'comment': 'Bon produit', 'language': 'en'}"
4741,1127,3,2025-10-10,"{'comment': 'Moyen', 'language': 'es'}"
4742,58,3,2025-11-18,"{'comment': 'Bon produit', 'language': 'en'}"
4743,1438,3,2025-10-27,"{'comment': 'Moyen', 'language': 'fr'}"
4744,1808,1,2025-11-10,"{'comment': 'Bon produit', 'language': 'en'}"
4745,1536,4,2025-10-31,"{'comment': 'Pas satisfait', 'language': 'es'}"
4746,1698,2,2025-10-27,"{'comment': 'Bon produit', 'language': 'en'}"
4747,2040,1,2025-11-26,"{'comment': 'Moyen', 'language': 'fr'}"
4748,1266,1,2025-09-29,"{'comment': 'Pas satisfait', 'language': 'es'}"
4749,1980,4,2025-10-23,"{'comment': 'Bon produit', 'language': 'fr'}"
4750,2179,3,2025-10-28,"{'comment': 'Pas satisfait', 'language': 'en'}"
4751,500,3,2025-11-11,"{'comment': 'Excellent', 'language': 'es'}"
4752,607,4,2025-10-11,"{'comment': 'Bon produit', 'language': 'fr'}"
4753,1224,5,2025-09-30,"{'comment': 'Bon produit', 'language': 'fr'}"
4754,1318,5,2025-11-08,"{'comment': 'Excellent', 'language': 'en'}"
4755,809,1,2025-10-29,"{'comment': 'Pas satisfait', 'language': 'es'}"
4756,1270,3,2025-10-24,"{'comment': 'Excellent', 'language': 'fr'}"
4757,2576,5,2025-10-19,"{'comment': 'Pas satisfait', 'language': 'es'}"
4758,256,5,2025-10-02,"{'comment': 'Bon produit', 'language': 'es'}"
4759,201,3,2025-10-05,"{'comment': 'Bon produit', 'language': 'fr'}"
4760,1873,5,2025-10-02,"{'comment': 'Bon produit', 'language': 'es'}"
4761,80,2,2025-11-04,"{'comment': 'Excellent', 'language': 'en'}"
4762,2759,2,2025-10-19,"{'comment': 'Excellent', 'language': 'en'}"
4763,2580,2,2025-11-13,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4764,684,5,2025-10-15,"{'comment': 'Moyen', 'language': 'fr'}"
4765,372,2,2025-11-13,"{'comment': 'Excellent', 'language': 'es'}"
4766,16,5,2025-11-27,"{'comment': 'Pas satisfait', 'language': 'es'}"
4767,2607,5,2025-10-11,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4768,2907,2,2025-10-26,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4769,213,4,2025-10-30,"{'comment': 'Pas satisfait', 'language': 'en'}"
4770,1953,2,2025-10-12,"{'comment': 'Excellent', 'language': 'en'}"
4771,1311,3,2025-11-13,"{'comment': 'Excellent', 'language': 'es'}"
4772,550,3,2025-11-15,"{'comment': 'Moyen', 'language': 'fr'}"
4773,1831,2,2025-11-02,"{'comment': 'Pas satisfait', 'language': 'en'}"
4774,580,5,2025-11-07,"{'comment': 'Pas satisfait', 'language': 'es'}"
4775,826,1,2025-11-09,"{'comment': 'Moyen', 'language': 'fr'}"
4776,984,4,2025-11-23,"{'comment': 'Pas satisfait', 'language': 'es'}"
4777,1347,3,2025-10-11,"{'comment': 'Moyen', 'language': 'en'}"
4778,860,5,2025-10-10,"{'comment': 'Excellent', 'language': 'fr'}"
4779,75,1,2025-10-24,"{'comment': 'Bon produit', 'language': 'es'}"
4780,2036,4,2025-10-08,"{'comment': 'Pas satisfait', 'language': 'en'}"
4781,1841,5,2025-11-14,"{'comment': 'Excellent', 'language': 'es'}"
4782,2009,5,2025-11-22,"{'comment': 'Moyen', 'language': 'fr'}"
4783,1841,1,2025-11-24,"{'comment': 'Bon produit', 'language': 'en'}"
4784,2650,5,2025-11-17,"{'comment': 'Pas satisfait', 'language': 'fr'}"
4785,439,4,2025-11-06,"{'comment': 'Pas satisfait', 'language': 'en'}"
4786,2506,4,2025-10-16,"{'comment': 'Pas satisfait', 'language': 'es'}"
4787,2130,4,2025-10-06,"{'comment': 'Excellent', 'language': 'es'}"
4788,412,2,2025-11-26,"{'comment': 'Moyen', 'language': 'en'}"
4789,972,3,2025-10-28,"{'comment': 'Excellent', 'language': 'en'}"
4790,1721,2,2025-09-29,"{'comment': 'Excellent', 'language': 'fr'}"
4791,2952,2,2025-11-23,"{'comment': 'Bon produit', 'language': 'en'}"
4792,532,5,2025-11-21,"{'comment': 'Moyen', 'language': 'en'}"
4793,294,4,2025-10-16,"{'comment': 'Bon produit', 'language': 'fr'}"
4794,799,5,2025-10-09,"{'comment': 'Pas satisfait', 'language': 'en'}"
4795,2516,3,2025-10-26,"{'comment': 'Moyen', 'language': 'en'}"
4796,52,2,2025-11-09,"{'comment': 'Excellent', 'language': 'es'}"
4797,539,1,2025-11-26,"{'comment': 'Excellent', 'language': 'fr'}"
4798,70,1,2025-10-04,"{'comment': 'Excellent', 'language': 'es'}"
4799,2369,2,2025-10-24,"{'comment': 'Excellent', 'language': 'es'}"
4800,1217,4,2025-10-19,"{'comment': 'Pas satisfait', 'language': 'en'}"
4801,709,1,2025-11-06,"{'comment': 'Excellent', 'language': 'es'}"
4802,1036,2,2025-11-23,"{'comment': 'Pas satisfait', 'language': 'en'}"
4803,2260,2,2025-10-18,"{'comment': 'Bon produit', 'language': 'es'}"
